C/A,ENTRIES,WEEK,YEAR
N520,68801683,27,2021
N521,90480016,27,2021
N523,48268313,27,2021
N525,29075324,27,2021
N526,9387800,27,2021
N528,137996687,27,2021
N529,20041300,27,2021
N530,30072962,27,2021
N531,6617844,27,2021
N532,21663658,27,2021
N533,599857,27,2021
N534,2610448508,27,2021
N535,36841392,27,2021
N536,10268577,27,2021
N537,28860097,27,2021
N539,13897169,27,2021
N541,6730880,27,2021
N542,131423253,27,2021
N543,9584989,27,2021
N544,6483501,27,2021
N545,131961898,27,2021
N546,40923704,27,2021
N547,1520872,27,2021
N548,10441494,27,2021
N549,20952176,27,2021
N550,1759339694,27,2021
N551,9567515,27,2021
N553,5098811,27,2021
N554,139146317,27,2021
N555,1186207617,27,2021
N556,14598891,27,2021
N557,3401113,27,2021
N558,118820491,27,2021
N559,1473389556,27,2021
N561,3697476,27,2021
N562,8605463,27,2021
N600,38613793,27,2021
N601,1788097343,27,2021
N601A,7503649,27,2021
N602,18078237,27,2021
N603,48443000,27,2021
N604,17357064,27,2021
N605,174109433,27,2021
N606,1269813185,27,2021
N607,33169949,27,2021
N700,137717627,27,2021
N700A,10462031,27,2021
N701,52678057,27,2021
N701A,8313929,27,2021
N702,9019884,27,2021
N702A,8904437,27,2021
OB01,495302,27,2021
PTH01,795811,27,2021
PTH02,861147,27,2021
PTH03,6054672,27,2021
PTH04,4109305,27,2021
PTH05,3786451,27,2021
PTH06,662561,27,2021
PTH07,4188052,27,2021
PTH09,871136,27,2021
PTH10,355233,27,2021
PTH11,1007229,27,2021
PTH12,1859802,27,2021
PTH13,1671734,27,2021
PTH16,1748285,27,2021
PTH17,5398536,27,2021
PTH18,3131186,27,2021
PTH19,1301901,27,2021
PTH20,197707,27,2021
PTH21,81630,27,2021
PTH22,4515411,27,2021
R101,165136143,27,2021
R102,33178088,27,2021
R103,10435128,27,2021
R106,1744,27,2021
R107,732289367,27,2021
R107D,4014362,27,2021
R108,839212,27,2021
R108A,108582,27,2021
R109,869983,27,2021
R110,30492207,27,2021
R111,32478063,27,2021
R112,15464194,27,2021
R112A,8027537,27,2021
R113,8444165,27,2021
R114,5360488,27,2021
R115,7057281,27,2021
R116,2169364269,27,2021
R117,25286606,27,2021
R118,3253403,27,2021
R119,12312060,27,2021
R120,1633331,27,2021
R121,15778867,27,2021
R122,6584625,27,2021
R123,10485042,27,2021
R124,7324017,27,2021
R125,37138764,27,2021
R126,4166663,27,2021
R127,1482110688,27,2021
R128,34181673,27,2021
R129,25788209,27,2021
R130,103302149,27,2021
R131,26681431,27,2021
R132,2993644,27,2021
R133,21492217,27,2021
R134,13408820,27,2021
R135,39605275,27,2021
R137,5451855,27,2021
R138,1755346797,27,2021
R139,16091107,27,2021
R141,28219455,27,2021
R142,1342785778,27,2021
R143,1735328327,27,2021
R145,19212431,27,2021
R147,111929848,27,2021
R151,1744487357,27,2021
R154,5933792,27,2021
R155,51689173,27,2021
R158,1065497069,27,2021
R159,123870884,27,2021
R160,46337374,27,2021
R160A,3506025,27,2021
R161A,4001239,27,2021
R161B,761627054,27,2021
R162,578710662,27,2021
R163,2009901,27,2021
R164,45914416,27,2021
R165,3100048,27,2021
R166,19627847,27,2021
R168A,37449391,27,2021
R169,58872421,27,2021
R170,51808282,27,2021
R171,6003431,27,2021
R172,484030,27,2021
R173,1217561163,27,2021
R174,21923008,27,2021
R175,8100142,27,2021
R176,59896810,27,2021
R177,139499012,27,2021
R178,28010883,27,2021
R179,4353736,27,2021
R180,9166625,27,2021
R182,6345880,27,2021
R185,726593923,27,2021
R186,10311840,27,2021
R188,161467312,27,2021
R190,5659361,27,2021
R192,9020125,27,2021
R194,52743368,27,2021
R196,25851776,27,2021
R197,642943021,27,2021
R200A,1355007012,27,2021
R201,150725496,27,2021
R202,796975908,27,2021
R203,46596095,27,2021
R203A,170411363,27,2021
R204,88443454,27,2021
R204A,1961583,27,2021
R205A,15445358,27,2021
R206,653561944,27,2021
R208,6376041,27,2021
R210,470585635,27,2021
R210A,25860114,27,2021
R215,29932612,27,2021
R216,5005208,27,2021
R217A,38602495,27,2021
R219,11087997,27,2021
R220,8404158,27,2021
R221,84227387,27,2021
R226,2004741711,27,2021
R226A,39015828,27,2021
R227,3960445,27,2021
R227A,14980575,27,2021
R228,12471353,27,2021
R229,22607110,27,2021
R230,1174671559,27,2021
R231,19893900,27,2021
R231A,16765481,27,2021
R232,29669476,27,2021
R232A,304652391,27,2021
R235,46078,27,2021
R236,644576245,27,2021
R237,1266333369,27,2021
R237B,2524256,27,2021
R238,86345864,27,2021
R238A,14990978,27,2021
R240,96627366,27,2021
R241A,24156103,27,2021
R242,71481189,27,2021
R242A,3420052,27,2021
R243,603647029,27,2021
R244,33602065,27,2021
R244A,59639723,27,2021
R245,1087303809,27,2021
R245A,139172324,27,2021
R246,72455444,27,2021
R247,14705479,27,2021
R248,109153228,27,2021
R249,85809184,27,2021
R250,116941423,27,2021
R251,737613830,27,2021
R252,51950417,27,2021
R253,16858762,27,2021
R254,25120585,27,2021
R256,15644903,27,2021
R257,18595468,27,2021
R258,4076820566,27,2021
R259,1000872281,27,2021
R260,286963657,27,2021
R261,2160663,27,2021
R262,1726136875,27,2021
R262A,2122424,27,2021
R262B,1671218,27,2021
R283,23150745,27,2021
R284,162856475,27,2021
R285,13447936,27,2021
R286,15171389,27,2021
R287,611552751,27,2021
R288,4606865100,27,2021
R289,1815602865,27,2021
R290,39477199,27,2021
R291,4008834,27,2021
R293,47222883,27,2021
R294,33288582,27,2021
R301,70088049,27,2021
R302,15486523,27,2021
R303,15983314,27,2021
R304,1715770047,27,2021
R305,802812132,27,2021
R306,882500270,27,2021
R307,1831501980,27,2021
R308,15683495,27,2021
R309,12610183,27,2021
R310,924415723,27,2021
R311,1363557592,27,2021
R312,1837432793,27,2021
R314,93327617,27,2021
R315,1632197,27,2021
R316,12504247,27,2021
R317,410894552,27,2021
R318,114312996,27,2021
R319,2449154,27,2021
R320,179247979,27,2021
R321,5247695,27,2021
R322,689529432,27,2021
R323,574213326,27,2021
R325,20103661,27,2021
R326,995170698,27,2021
R327,105210283,27,2021
R328,282745681,27,2021
R329,23388944,27,2021
R330,11030955,27,2021
R331,2721304563,27,2021
R332,916802971,27,2021
R333,1962644342,27,2021
R334,102531328,27,2021
R335,10183550,27,2021
R336,23587195,27,2021
R401,2061330765,27,2021
R402,22308765,27,2021
R403,3447042,27,2021
R404,10819575,27,2021
R405,184861954,27,2021
R406,4762131,27,2021
R407,1316494,27,2021
R408,11099258,27,2021
R409,4979715,27,2021
R410,11611853,27,2021
R411,741003318,27,2021
R412,2020507783,27,2021
R413,8926983,27,2021
R414,14134164,27,2021
R415,544244858,27,2021
R416,1019988255,27,2021
R417,260943789,27,2021
R418,26041542,27,2021
R419,2866451,27,2021
R420,19814270,27,2021
R421,12497619,27,2021
R422,9371942,27,2021
R423,183353643,27,2021
R501,145021278,27,2021
R503,8123841,27,2021
R504,37897057,27,2021
R506,7565462,27,2021
R507,608952301,27,2021
R508,135021007,27,2021
R509,35307898,27,2021
R510,9096489,27,2021
R511,36757834,27,2021
R512,23817389,27,2021
R513,33859685,27,2021
R514,68212990,27,2021
R515,39066535,27,2021
R516,31232260,27,2021
R517,126718238,27,2021
R518,50341280,27,2021
R519,43499038,27,2021
R520,21867,27,2021
R521,21068999,27,2021
R523,1902936509,27,2021
R524,31305823,27,2021
R525,16822241,27,2021
R526,37176287,27,2021
R527,70835371,27,2021
R528,64545237,27,2021
R529,65596330,27,2021
R530,57780579,27,2021
R532,1551370689,27,2021
R532H,4302705,27,2021
R533,88415947,27,2021
R534,82502882,27,2021
R550,15530407,27,2021
R551,7171147,27,2021
R600,28070641,27,2021
R601A,8920244,27,2021
R602,31284038,27,2021
R604,29722885,27,2021
R605,9181574,27,2021
R606,20410094,27,2021
R608,7437837,27,2021
R609,8156100,27,2021
R610,37738608,27,2021
R612,139046438,27,2021
R617,9509717,27,2021
R618,5201748,27,2021
R619,20248690,27,2021
R621,1143650498,27,2021
R622,613410688,27,2021
R623,2374793,27,2021
R624,24592146,27,2021
R625,148493940,27,2021
R626,94609511,27,2021
R627,20238461,27,2021
R628,89281988,27,2021
R629,4164358,27,2021
R630,15534856,27,2021
R632,8535714,27,2021
R633,16068071,27,2021
R634,40435908,27,2021
R635,10356606,27,2021
R636,19611739,27,2021
R637,30585280,27,2021
R639,957058009,27,2021
R641,85431826,27,2021
R643,47915433,27,2021
R644,883476,27,2021
R645,18550265,27,2021
R646,1387210520,27,2021
R647,17730000,27,2021
R726,9699806,27,2021
R727,443382736,27,2021
R728,23539666,27,2021
R729,2065965294,27,2021
R730,2112526927,27,2021
S101,19650828,27,2021
S101A,1230733097,27,2021
S102,2589953,27,2021
TRAM1,1749508,27,2021
TRAM2,8551871,27,2021
A002,53537382,26,2021
A006,21974101,26,2021
A007,126119007,26,2021
A010,67497092,26,2021
A011,893732764,26,2021
A013,25254996,26,2021
A014,9284285,26,2021
A015,31259018,26,2021
A016,26941260,26,2021
A021,30648458,26,2021
A022,147313918,26,2021
A025,71722241,26,2021
A027,13397533,26,2021
A029,24434643,26,2021
A030,137670669,26,2021
A031,16486941,26,2021
A033,105230493,26,2021
A034,31475390,26,2021
A035,10093281,26,2021
A037,42465406,26,2021
A038,31588138,26,2021
A039,75281223,26,2021
A041,64583668,26,2021
A042,11151607,26,2021
A043,779440173,26,2021
A046,216153177,26,2021
A047,143221767,26,2021
A049,2579184831,26,2021
A050,24375026,26,2021
A052,1716063,26,2021
A053,2909391,26,2021
A054,16976228,26,2021
A055,129521469,26,2021
A058,262009038,26,2021
A060,21675559,26,2021
A061,35798027,26,2021
A064,13352270,26,2021
A066,2074117933,26,2021
A069,19921784,26,2021
A071,12567966,26,2021
A077,1667807357,26,2021
A081,120504126,26,2021
A082,38700494,26,2021
A083,10258654,26,2021
A084,2505708,26,2021
A085,0,26,2021
B004,38446154,26,2021
B009,13724255,26,2021
B010,6171861,26,2021
B012,1577979154,26,2021
B013,30507844,26,2021
B014,42652509,26,2021
B015,30799969,26,2021
B016,57278653,26,2021
B017,12147340,26,2021
B018,10655697,26,2021
B019,52709729,26,2021
B020,121064346,26,2021
B021,24042188,26,2021
B022,113877638,26,2021
B023,428280530,26,2021
B024,37494195,26,2021
B024A,13071639,26,2021
B025,93908385,26,2021
B026,111912089,26,2021
B027,49611879,26,2021
B028,3269384,26,2021
B029,51301155,26,2021
B031,30187161,26,2021
B032,4573487,26,2021
B034,11391152,26,2021
C001,103642978,26,2021
C003,189892593,26,2021
C004,203752113,26,2021
C008,3440513891,26,2021
C009,684163414,26,2021
C010,21847580,26,2021
C011,7419541,26,2021
C012,261265576,26,2021
C014,27913871,26,2021
C015,6909974,26,2021
C016,15410648,26,2021
C017,6813170,26,2021
C018,48353020,26,2021
C019,14916985,26,2021
C020,125100736,26,2021
C021,19070007,26,2021
C022,2640436,26,2021
C023,1582099298,26,2021
C024,33077244,26,2021
C025,42786772,26,2021
C026,5973885,26,2021
C027,22374995,26,2021
C028,275070229,26,2021
D001,1037227,26,2021
D002,21211102,26,2021
D003,12721654,26,2021
D004,2412247,26,2021
D005,13778562,26,2021
D006,3399292,26,2021
D008,2081759273,26,2021
D009,18594570,26,2021
D010,5964747,26,2021
D011,1844693717,26,2021
D012,19830096,26,2021
D015,11614849,26,2021
D016,5746168,26,2021
E001,31834998,26,2021
E003,9536990,26,2021
E004,13729533,26,2021
E005,13511207,26,2021
E009,27826479,26,2021
E011,32818253,26,2021
E012,23664203,26,2021
E013,10005809,26,2021
E014,285002918,26,2021
E015,11433264,26,2021
E016,13579992,26,2021
G001,633547426,26,2021
G009,11866637,26,2021
G011,12672745,26,2021
G015,2120516,26,2021
H001,126741405,26,2021
H003,1693735313,26,2021
H005,7231488,26,2021
H006,20113877,26,2021
H007,457114915,26,2021
H007A,2055410,26,2021
H008,4251179,26,2021
H009,83114802,26,2021
H010,9206819,26,2021
H012,14906850,26,2021
H013,30354389,26,2021
H014,4336748,26,2021
H015,17562960,26,2021
H016,3925606,26,2021
H017,150064369,26,2021
H019,3609955,26,2021
H022,12497167,26,2021
H023,3073973312,26,2021
H026,28175112,26,2021
H027,1700130590,26,2021
H028,97837093,26,2021
H030,5747320,26,2021
H032,20730115,26,2021
H033,7521682,26,2021
H035,4168781,26,2021
H037,2663195,26,2021
H038,8254436,26,2021
H039,172810636,26,2021
H040,25397623,26,2021
H041,1640490930,26,2021
J001,30623180,26,2021
J002,122066413,26,2021
J003,2152387376,26,2021
J005,10781988,26,2021
J007,49430447,26,2021
J009,46677910,26,2021
J012,15824710,26,2021
J013,6975739,26,2021
J016,21543316,26,2021
J017,1082945,26,2021
J020,8838136,26,2021
J021,13232828,26,2021
J022,10988276,26,2021
J023,14038289,26,2021
J024,7792024,26,2021
J025,7711279,26,2021
J028,6869474,26,2021
J030,22259108,26,2021
J031,12472212,26,2021
J032,4280860,26,2021
J034,736558,26,2021
J035,18427285,26,2021
J037,1955237594,26,2021
JFK01,364966,26,2021
JFK02,698735,26,2021
JFK03,2563406,26,2021
K017,8837277,26,2021
K019,13551474,26,2021
K022,8696761,26,2021
K024,11924725,26,2021
K025,27492601,26,2021
K026,177396574,26,2021
N001,277291732,26,2021
N002A,19269758,26,2021
N003,33956879,26,2021
N006A,1453987584,26,2021
N007A,21515298,26,2021
N009,1655293172,26,2021
N010,256216969,26,2021
N011,123304652,26,2021
N012,59169420,26,2021
N013,13759202,26,2021
N016A,11665713,26,2021
N017,14519796,26,2021
N019,42840854,26,2021
N020,80294238,26,2021
N022,190326205,26,2021
N023,2242005,26,2021
N024,7058787,26,2021
N025,25430837,26,2021
N026,90582976,26,2021
N029,185880907,26,2021
N030,9449991,26,2021
N034,202544,26,2021
N035,19200922,26,2021
N037,31640268,26,2021
N039,11632433,26,2021
N040,21323191,26,2021
N043,26903377,26,2021
N044,32708451,26,2021
N045,91747201,26,2021
N046,16680636,26,2021
N049,651502828,26,2021
N051,1475426222,26,2021
N056,660840586,26,2021
N057,35390123,26,2021
N060,104670905,26,2021
N062,2216316870,26,2021
N062A,163140781,26,2021
N063,56555965,26,2021
N063A,4992602625,26,2021
N067,45509937,26,2021
N068,24629632,26,2021
N069,25096903,26,2021
N070,133205066,26,2021
N071,18077019,26,2021
N072,1286963079,26,2021
N073,21426189,26,2021
N075,105533450,26,2021
N076,14070554,26,2021
N077,283915088,26,2021
N078,2155906445,26,2021
N080,31416980,26,2021
N083,52812577,26,2021
N086,10281024,26,2021
N087,14548308,26,2021
N089,944933902,26,2021
N090,19786786,26,2021
N091,1217624911,26,2021
N092,416958254,26,2021
N094,1601758429,26,2021
N095,18017077,26,2021
N095A,27322747,26,2021
N098,621047132,26,2021
N100,1916022281,26,2021
N101,11322942,26,2021
N102,152347214,26,2021
N103,167334286,26,2021
N108,46281587,26,2021
N110,1981974470,26,2021
N111,14275021,26,2021
N112A,156786397,26,2021
N113,10730723,26,2021
N114,5083575,26,2021
N116,26309017,26,2021
N117,15640260,26,2021
N118,1787787,26,2021
N119,10030512,26,2021
N120,45073474,26,2021
N120A,116240233,26,2021
N121B,29603798,26,2021
N122,11295931,26,2021
N123B,4045289,26,2021
N124,45885554,26,2021
N125,7558345,26,2021
N126,14101648,26,2021
N127,9750118,26,2021
N128,22060770,26,2021
N129,1232109527,26,2021
N130,127003200,26,2021
N131,9869056,26,2021
N133,6254294,26,2021
N134,11521473,26,2021
N135,140066088,26,2021
N137,1690754002,26,2021
N138,53581765,26,2021
N139,8354358,26,2021
N141,32101402,26,2021
N181,6007594,26,2021
N181A,122367017,26,2021
N182,7434634,26,2021
N183,1520333,26,2021
N184,6795204,26,2021
N185,5147582,26,2021
N186,119002413,26,2021
N187,106241975,26,2021
N191,12958233,26,2021
N192,130193930,26,2021
N193,2627021,26,2021
N194,3091701,26,2021
N195,2850340,26,2021
N196,4439825,26,2021
N202,9748135,26,2021
N203,2009442737,26,2021
N205,735988613,26,2021
N206,1072743,26,2021
N207,3628619721,26,2021
N208,1273875306,26,2021
N209,11890841,26,2021
N210,7482077,26,2021
N212,8061324,26,2021
N213,605777558,26,2021
N215,1491300914,26,2021
N217,696730411,26,2021
N218,1481505,26,2021
N220,357388722,26,2021
N221,907662876,26,2021
N222,8702251,26,2021
N223,2123570,26,2021
N224,15513095,26,2021
N225,337470844,26,2021
N300,13873216,26,2021
N301,17869966,26,2021
N303,67214454,26,2021
N304,42858269,26,2021
N305,354936205,26,2021
N305A,1491305561,26,2021
N306,826090724,26,2021
N307,5693676,26,2021
N309A,87425089,26,2021
N310,8769004,26,2021
N311,104308701,26,2021
N312,3960663,26,2021
N314,29199400,26,2021
N315,38889646,26,2021
N316,1468279,26,2021
N316A,16251612,26,2021
N317,1699109,26,2021
N318,19035363,26,2021
N319,7938852,26,2021
N322,24752839,26,2021
N323,21406805,26,2021
N324,104629047,26,2021
N325A,1952510619,26,2021
N327,87819837,26,2021
N329,28128148,26,2021
N329A,1299044,26,2021
N330,46057719,26,2021
N330C,17022804,26,2021
N331,33222510,26,2021
N332,18226328,26,2021
N333,21818845,26,2021
N333A,37731658,26,2021
N333B,25970739,26,2021
N334B,477928502,26,2021
N335,63541976,26,2021
N336,54487885,26,2021
N337,20071273,26,2021
N338,85255416,26,2021
N338B,16835314,26,2021
N339,4170878,26,2021
N339A,20176781,26,2021
N340,12720188,26,2021
N340A,19897730,26,2021
N342,1318225436,26,2021
N343,75051407,26,2021
N400A,2690421835,26,2021
N401,4833162,26,2021
N405,22152465,26,2021
N408A,13708437,26,2021
N409,29166661,26,2021
N412,21494694,26,2021
N414,4074795,26,2021
N414A,5165988,26,2021
N415,10282043,26,2021
N416,342982,26,2021
N417,25581271,26,2021
N418,248178858,26,2021
N419,51546497,26,2021
N420B,5495481,26,2021
N422,16726913,26,2021
N500,72580483,26,2021
N501,2054443581,26,2021
N501A,51268868,26,2021
N502,1848742356,26,2021
N503,37219957,26,2021
N504,287780241,26,2021
N505,1072229464,26,2021
N506,1838598079,26,2021
N507,43626987,26,2021
N508,3080436694,26,2021
N509,12557237,26,2021
N510,14404933,26,2021
N511,3717836,26,2021
N512,7213248,26,2021
N513,6395929,26,2021
N519,36957301,26,2021
N519A,1943713634,26,2021
N520,68746955,26,2021
N521,90468597,26,2021
N523,48240965,26,2021
N525,29053103,26,2021
N526,9369028,26,2021
N528,137977303,26,2021
N529,20023695,26,2021
N530,30045957,26,2021
N531,6613883,26,2021
N532,21655043,26,2021
N533,591258,26,2021
N534,2610440662,26,2021
N535,36828134,26,2021
N536,10258047,26,2021
N537,28851546,26,2021
N539,13874199,26,2021
N541,6725512,26,2021
N542,131416486,26,2021
N543,9580063,26,2021
N544,6476928,26,2021
N545,131954556,26,2021
N546,40906188,26,2021
N547,1518253,26,2021
N548,10434336,26,2021
N549,20945313,26,2021
N550,1759337894,26,2021
N551,9562963,26,2021
N553,5095809,26,2021
N554,139144468,26,2021
N555,1186202936,26,2021
N556,14593096,26,2021
N557,3395132,26,2021
N558,118818802,26,2021
N559,1473386070,26,2021
N561,3691138,26,2021
N562,8602025,26,2021
N600,38586741,26,2021
N601,1788083452,26,2021
N601A,7483435,26,2021
N602,18056567,26,2021
N603,48418525,26,2021
N604,17345721,26,2021
N605,174043624,26,2021
N606,1269750980,26,2021
N607,33156563,26,2021
N700,137679227,26,2021
N700A,10436974,26,2021
N701,52649588,26,2021
N701A,8294346,26,2021
N702,8995121,26,2021
N702A,8889470,26,2021
OB01,495158,26,2021
PTH01,787973,26,2021
PTH02,841661,26,2021
PTH03,6011004,26,2021
PTH04,4061704,26,2021
PTH05,3753973,26,2021
PTH06,631110,26,2021
PTH07,4156295,26,2021
PTH09,858928,26,2021
PTH10,344224,26,2021
PTH11,985328,26,2021
PTH12,1412928,26,2021
PTH13,1646234,26,2021
PTH16,1734336,26,2021
PTH17,5356579,26,2021
PTH18,3090786,26,2021
PTH19,1293875,26,2021
PTH20,193465,26,2021
PTH21,71354,26,2021
PTH22,4563422,26,2021
R101,165104254,26,2021
R102,33173253,26,2021
R103,10426522,26,2021
R106,1743,26,2021
R107,732282356,26,2021
R107D,4004465,26,2021
R108,835804,26,2021
R108A,108226,26,2021
R109,867441,26,2021
R110,30479721,26,2021
R111,32466201,26,2021
R112,15462713,26,2021
R112A,8025192,26,2021
R113,8436782,26,2021
R114,5356702,26,2021
R115,7053189,26,2021
R116,2169338720,26,2021
R117,25279744,26,2021
R118,3251992,26,2021
R119,12305124,26,2021
R120,1631552,26,2021
R121,15772818,26,2021
R122,6582947,26,2021
R123,10474806,26,2021
R124,7320780,26,2021
R125,37121036,26,2021
R126,4161992,26,2021
R127,1482089500,26,2021
R128,34167694,26,2021
R129,25778984,26,2021
R130,103298958,26,2021
R131,26663523,26,2021
R132,2986974,26,2021
R133,21476726,26,2021
R134,13402121,26,2021
R135,39589739,26,2021
R137,5451855,26,2021
R138,1755271511,26,2021
R139,16083167,26,2021
R141,28576009,26,2021
R142,1342772206,26,2021
R143,1735305653,26,2021
R145,19191485,26,2021
R147,111876202,26,2021
R151,1744441637,26,2021
R154,5918034,26,2021
R155,51670483,26,2021
R158,1065471892,26,2021
R159,123861255,26,2021
R160,46320442,26,2021
R160A,3502054,26,2021
R161A,3964565,26,2021
R161B,761594139,26,2021
R162,578689314,26,2021
R163,1999833,26,2021
R164,45897330,26,2021
R165,3087381,26,2021
R166,19620164,26,2021
R168A,37423977,26,2021
R169,58821923,26,2021
R170,51780401,26,2021
R171,5997520,26,2021
R172,466221,26,2021
R173,1217545669,26,2021
R174,21906545,26,2021
R175,8094928,26,2021
R176,59874128,26,2021
R177,139493399,26,2021
